<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.04	21:35:00	76490	76542	76461	76504	1990	0	20
2026.03.04	21:40:00	76501	76570	76465	76532	2181	0	15
2026.03.04	21:45:00	76532	76602	76406	76421	2190	0	20
2026.03.04	21:50:00	76566	76605	76423	76585	1831	0	20
2026.03.04	21:55:00	76580	76640	76568	76614	1910	0	22
2026.03.04	22:00:00	76615	76631	76402	76570	2161	0	20
2026.03.04	22:05:00	76570	76603	76393	76537	2459	0	20
2026.03.04	22:10:00	76537	76583	76390	76545	1881	0	22
2026.03.04	22:15:00	76548	76553	76442	76517	2048	0	22
2026.03.04	22:20:00	76517	76586	76457	76563	2424	0	22
2026.03.04	22:25:00	76563	76661	76439	76631	1687	0	23
2026.03.04	22:30:00	76641	76691	76499	76537	2052	0	23
2026.03.04	22:35:00	76610	76720	76553	76690	1792	0	22
2026.03.04	22:40:00	76676	76773	76625	76730	1631	0	23
2026.03.04	22:45:00	76605	76741	76522	76682	1876	0	22
2026.03.04	22:50:00	76681	76704	76561	76656	2802	0	22
2026.03.04	22:55:00	76654	76718	76586	76657	2521	0	23
2026.03.04	23:00:00	76655	76788	76476	76723	1363	0	23
2026.03.04	23:05:00	76650	76790	76596	76701	859	0	22
2026.03.04	23:10:00	76725	76849	76591	76824	735	0	20
2026.03.04	23:15:00	76811	76832	76662	76677	558	0	23
2026.03.04	23:20:00	76818	76837	76633	76727	692	0	25
2026.03.04	23:25:00	76727	76813	76585	76810	983	0	22
2026.03.04	23:30:00	76811	76823	76532	76608	1012	0	23
2026.03.04	23:35:00	76608	76754	76536	76673	1125	0	30
2026.03.04	23:40:00	76697	76758	76597	76695	730	0	28
2026.03.04	23:45:00	76693	76719	76443	76580	805	0	52
2026.03.04	23:50:00	76577	76769	76443	76705	799	0	123
2026.03.04	23:55:00	76718	76766	76570	76580	472	0	129
2026.03.05	00:00:00	76662	76662	76662	76662	5	0	152
2026.03.05	00:05:00	76662	76738	76616	76689	30	0	136
2026.03.05	00:10:00	76665	76738	76470	76665	62	0	136
2026.03.05	00:15:00	76655	76713	76592	76665	47	0	136
2026.03.05	00:20:00	76665	76689	76519	76657	57	0	135
2026.03.05	00:25:00	76689	76713	76519	76689	59	0	134
2026.03.05	00:30:00	76657	76713	76592	76665	63	0	134
2026.03.05	00:35:00	76689	76689	76519	76592	47	0	136
2026.03.05	00:40:00	76495	76689	76495	76662	43	0	136
2026.03.05	00:45:00	76662	76713	76592	76689	60	0	136
2026.03.05	00:50:00	76616	76689	76568	76665	66	0	110
2026.03.05	00:55:00	76665	76689	76495	76568	51	0	110
2026.03.05	01:00:00	76684	76878	76497	76821	884	0	98
2026.03.05	01:05:00	76821	76910	76653	76856	1086	0	81
2026.03.05	01:10:00	76783	76918	76660	76769	800	0	78
2026.03.05	01:15:00	76769	76929	76689	76851	762	0	88
2026.03.05	01:20:00	76880	76931	76772	76924	618	0	66
2026.03.05	01:25:00	76890	76975	76794	76975	857	0	49
2026.03.05	01:30:00	76978	77013	76858	76982	565	0	45
2026.03.05	01:35:00	76938	76995	76822	76918	879	0	34
2026.03.05	01:40:00	76918	77020	76913	77002	940	0	44
2026.03.05	01:45:00	77002	77121	76986	77028	1758	0	38
2026.03.05	01:50:00	77026	77084	76992	77056	1461	0	40
2026.03.05	01:55:00	77054	77150	77025	77135	981	0	40
2026.03.05	02:00:00	77138	77181	77005	77166	1485	0	27
2026.03.05	02:05:00	77162	77210	77019	77194	1293	0	28
2026.03.05	02:10:00	77194	77276	77071	77214	1550	0	35
2026.03.05	02:15:00	77178	77266	77126	77235	836	0	22
2026.03.05	02:20:00	77235	77249	77168	77173	1305	0	32
2026.03.05	02:25:00	77173	77199	77073	77098	1377	0	20
2026.03.05	02:30:00	77098	77147	77047	77071	1027	0	22
2026.03.05	02:35:00	77059	77112	76977	77011	959	0	22
2026.03.05	02:40:00	77006	77141	76972	77079	965	0	22
2026.03.05	02:45:00	77076	77163	76999	77155	1150	0	23
2026.03.05	02:50:00	77153	77170	77040	77058	1507	0	22
2026.03.05	02:55:00	77046	77102	76970	77063	1559	0	22
2026.03.05	03:00:00	77060	77177	77018	77129	3327	0	22
2026.03.05	03:05:00	77125	77210	77115	77180	2367	0	20
2026.03.05	03:10:00	77183	77268	77065	77077	2578	0	22
2026.03.05	03:15:00	77079	77129	77005	77078	2379	0	25
2026.03.05	03:20:00	77088	77117	76997	77020	2742	0	22
2026.03.05	03:25:00	77022	77086	76987	77061	2324	0	22
2026.03.05	03:30:00	77061	77147	76992	77116	3090	0	22
2026.03.05	03:35:00	77119	77137	77030	77125	2397	0	23
2026.03.05	03:40:00	77123	77231	77039	77179	3363	0	22
2026.03.05	03:45:00	77169	77248	77131	77195	2534	0	22
2026.03.05	03:50:00	77197	77341	77177	77265	2566	0	22
2026.03.05	03:55:00	77265	77313	77167	77273	2634	0	22
2026.03.05	04:00:00	77262	77335	77196	77260	2986	0	23
2026.03.05	04:05:00	77258	77330	77188	77227	2277	0	22
2026.03.05	04:10:00	77229	77285	77188	77266	2755	0	22
2026.03.05	04:15:00	77263	77302	77217	77278	1607	0	22
2026.03.05	04:20:00	77273	77428	77254	77312	1767	0	23
2026.03.05	04:25:00	77311	77367	77292	77328	1824	0	23
2026.03.05	04:30:00	77323	77384	77287	77336	2428	0	22
2026.03.05	04:35:00	77325	77338	77228	77273	2296	0	22
2026.03.05	04:40:00	77270	77325	77216	77234	2191	0	23
2026.03.05	04:45:00	77233	77277	77144	77204	2213	0	23
2026.03.05	04:50:00	77197	77326	77143	77281	2213	0	22
2026.03.05	04:55:00	77286	77381	77266	77355	1994	0	22
2026.03.05	05:00:00	77355	77396	77320	77377	2268	0	23
2026.03.05	05:05:00	77369	77411	77298	77311	2240	0	22
2026.03.05	05:10:00	77313	77344	77274	77329	1728	0	10
2026.03.05	05:15:00	77327	77401	77262	77374	1509	0	22
2026.03.05	05:20:00	77376	77397	77327	77342	1553	0	22
2026.03.05	05:25:00	77342	77399	77301	77369	1642	0	22
2026.03.05	05:30:00	77366	77429	77299	77388	1371	0	21
2026.03.05	05:35:00	77393	77448	77347	77372	1298	0	22
2026.03.05	05:40:00	77369	77400	77261	77375	1123	0	15
2026.03.05	05:45:00	77395	77434	77335	77350	1297	0	22
2026.03.05	05:50:00	77335	77411	77326	77385	1114	0	22
2026.03.05	05:55:00	77388	77409	77260	77339	1415	0	15
2026.03.05	06:00:00	77338	77405	77289	77383	1313	0	22
2026.03.05	06:05:00	77380	77436	77364	77385	1040	0	22
2026.03.05	06:10:00	77382	77424	77266	77341	793	0	15
2026.03.05	06:15:00	77390	77439	77328	77348	1183	0	17
2026.03.05	06:20:00	77351	77399	77327	77366	931	0	23
2026.03.05	06:25:00	77364	77374	77248	77301	1314	0	22
2026.03.05	06:30:00	77303	77350	77156	77307	1088	0	11
2026.03.05	06:35:00	77305	77324	77248	77290	1127	0	18
2026.03.05	06:40:00	77292	77305	77140	77259	801	0	17
2026.03.05	06:45:00	77254	77326	77111	77218	1204	0	12
2026.03.05	06:50:00	77220	77231	77058	77137	1341	0	10
2026.03.05	06:55:00	77172	77247	77088	77218	1155	0	13
2026.03.05	07:00:00	77218	77276	77178	77227	1421	0	11
2026.03.05	07:05:00	77224	77264	77212	77245	1036	0	20
2026.03.05	07:10:00	77232	77265	77105	77225	958	0	15
2026.03.05	07:15:00	77222	77251	77168	77191	1311	0	22
2026.03.05	07:20:00	77191	77234	77124	77213	871	0	22
2026.03.05	07:25:00	77215	77262	77198	77240	995	0	22
2026.03.05	07:30:00	77230	77275	77049	77176	2402	0	22
2026.03.05	07:35:00	77176	77226	77119	77167	2398	0	22
2026.03.05	07:40:00	77167	77241	77157	77201	1711	0	22
2026.03.05	07:45:00	77208	77340	77142	77265	1976	0	18
2026.03.05	07:50:00	77265	77270	77126	77165	2416	0	22
2026.03.05	07:55:00	77160	77198	77036	77054	2338	0	22
2026.03.05	08:00:00	77051	77173	76987	77155	2873	0	22
2026.03.05	08:05:00	77155	77177	76886	76996	3968	0	22
2026.03.05	08:10:00	76994	77013	76756	76931	4896	0	22
2026.03.05	08:15:00	76931	77002	76822	76944	3528	0	22
2026.03.05	08:20:00	76947	77054	76896	77015	2614	0	22
2026.03.05	08:25:00	77013	77083	76970	77067	2383	0	22
2026.03.05	08:30:00	77065	77139	77023	77105	2446	0	22
2026.03.05	08:35:00	77101	77155	76970	77108	2322	0	22
2026.03.05	08:40:00	77110	77222	77073	77161	2068	0	22
2026.03.05	08:45:00	77163	77321	77134	77238	1883	0	22
2026.03.05	08:50:00	77243	77243	77067	77142	2464	0	22
2026.03.05	08:55:00	77142	77324	77142	77297	2648	0	22
2026.03.05	09:00:00	77292	77393	77113	77368	2277	0	22
2026.03.05	09:05:00	77353	77386	77226	77278	2218	0	10
2026.03.05	09:10:00	77278	77323	77212	77238	1946	0	22
2026.03.05	09:15:00	77238	77333	77224	77276	2298	0	22
2026.03.05	09:20:00	77272	77299	77189	77233	2239	0	22
2026.03.05	09:25:00	77235	77290	77197	77277	1744	0	22
2026.03.05	09:30:00	77279	77293	77193	77200	2505	0	20
2026.03.05	09:35:00	77198	77239	77138	77198	2944	0	13
2026.03.05	09:40:00	77199	77260	77096	77183	2374	0	18
2026.03.05	09:45:00	77186	77279	77162	77239	1917	0	22
2026.03.05	09:50:00	77229	77289	77197	77231	1918	0	22
2026.03.05	09:55:00	77236	77285	77083	77265	1969	0	13
2026.03.05	10:00:00	77258	77310	77188	77215	2852	0	22
2026.03.05	10:05:00	77213	77239	77085	77130	2725	0	22
2026.03.05	10:10:00	77133	77182	77028	77029	2398	0	13
2026.03.05	10:15:00	77029	77093	76990	77015	2388	0	22
2026.03.05	10:20:00	77017	77164	76977	77084	2314	0	22
2026.03.05	10:25:00	77087	77120	77034	77106	2344	0	22
2026.03.05	10:30:00	77108	77228	77095	77153	2405	0	22
2026.03.05	10:35:00	77143	77317	77133	77284	2423	0	22
2026.03.05	10:40:00	77291	77348	77266	77311	1869	0	22
2026.03.05	10:45:00	77299	77403	77280	77379	2201	0	22
2026.03.05	10:50:00	77378	77415	77326	77412	2032	0	22
2026.03.05	10:55:00	77402	77442	77275	77299	2422	0	22
2026.03.05	11:00:00	77299	77349	77219	77252	3123	0	22
2026.03.05	11:05:00	77249	77374	77115	77253	4505	0	22
2026.03.05	11:10:00	77256	77325	77187	77284	4444	0	22
2026.03.05	11:15:00	77289	77328	77205	77248	2989	0	22
2026.03.05	11:20:00	77248	77285	77141	77156	2656	0	22
2026.03.05	11:25:00	77151	77191	77095	77168	1994	0	13
2026.03.05	11:30:00	77158	77180	77084	77123	2084	0	22
2026.03.05	11:35:00	77128	77184	76966	77023	2474	0	22
2026.03.05	11:40:00	77023	77203	76982	77175	2352	0	22
2026.03.05	11:45:00	77172	77243	77065	77181	2268	0	23
2026.03.05	11:50:00	77179	77196	77136	77168	1746	0	22
2026.03.05	11:55:00	77161	77190	77060	77090	1695	0	20
2026.03.05	12:00:00	77087	77090	76914	76965	1943	0	16
2026.03.05	12:05:00	76963	76992	76885	76966	2212	0	13
2026.03.05	12:10:00	76953	77053	76938	77045	1741	0	22
2026.03.05	12:15:00	77040	77070	76973	77009	1541	0	22
2026.03.05	12:20:00	77006	77044	76965	77030	1712	0	22
2026.03.05	12:25:00	77030	77106	77003	77055	1791	0	22
2026.03.05	12:30:00	77052	77101	76990	77007	1993	0	22
2026.03.05	12:35:00	77007	77075	76914	77044	1762	0	23
2026.03.05	12:40:00	77046	77091	77028	77071	1254	0	22
2026.03.05	12:45:00	77071	77117	76911	77067	1814	0	18
2026.03.05	12:50:00	77065	77175	77065	77149	1689	0	22
2026.03.05	12:55:00	77145	77195	77132	77162	1581	0	22
2026.03.05	13:00:00	77159	77209	77101	77120	1585	0	22
2026.03.05	13:05:00	77118	77166	77053	77092	1676	0	22
2026.03.05	13:10:00	77094	77117	77070	77095	1194	0	22
2026.03.05	13:15:00	77097	77164	77064	77126	1483	0	22
2026.03.05	13:20:00	77128	77145	77079	77117	1035	0	22
2026.03.05	13:25:00	77127	77151	77066	77097	1045	0	20
2026.03.05	13:30:00	77109	77134	77018	77114	927	0	11
2026.03.05	13:35:00	77112	77141	77053	77076	1401	0	22
2026.03.05	13:40:00	77078	77169	76942	77153	1648	0	22
2026.03.05	13:45:00	77156	77195	77117	77161	961	0	22
2026.03.05	13:50:00	77159	77183	77130	77161	1161	0	22
2026.03.05	13:55:00	77161	77192	77135	77173	1250	0	23
2026.03.05	14:00:00	77168	77236	77149	77231	1406	0	22
2026.03.05	14:05:00	77234	77292	77199	77275	1549	0	23
2026.03.05	14:10:00	77285	77345	77270	77301	1444	0	22
2026.03.05	14:15:00	77304	77360	77258	77329	1420	0	22
2026.03.05	14:20:00	77334	77343	77186	77215	1856	0	22
2026.03.05	14:25:00	77217	77254	77040	77148	1263	0	22
2026.03.05	14:30:00	77146	77185	77104	77173	1291	0	22
2026.03.05	14:35:00	77173	77199	77128	77167	1242	0	22
2026.03.05	14:40:00	77170	77217	77158	77179	1615	0	22
2026.03.05	14:45:00	77186	77219	77068	77181	1375	0	23
2026.03.05	14:50:00	77186	77285	77177	77257	1657	0	22
2026.03.05	14:55:00	77272	77306	77135	77269	1435	0	15
2026.03.05	15:00:00	77266	77303	77102	77142	3297	0	22
2026.03.05	15:05:00	77147	77251	77084	77084	2849	0	22
2026.03.05	15:10:00	77089	77176	77042	77139	2451	0	22
2026.03.05	15:15:00	77136	77201	76706	76819	4879	0	22
2026.03.05	15:20:00	76822	76877	76215	76523	6560	0	22
2026.03.05	15:25:00	76526	76865	76452	76701	4633	0	22
2026.03.05	15:30:00	76686	76909	76577	76841	3082	0	22
2026.03.05	15:35:00	76864	76974	76806	76884	3483	0	22
2026.03.05	15:40:00	76884	77099	76838	77009	3308	0	22
2026.03.05	15:45:00	77010	77023	76748	76825	3555	0	22
2026.03.05	15:50:00	76822	76970	76806	76858	3396	0	22
2026.03.05	15:55:00	76861	76865	76689	76795	3658	0	22
2026.03.05	16:00:00	76800	76956	76683	76915	3780	0	22
2026.03.05	16:05:00	76917	76933	76779	76810	3099	0	22
2026.03.05	16:10:00	76810	76882	76681	76742	3054	0	22
2026.03.05	16:15:00	76737	76795	76570	76701	3883	0	22
2026.03.05	16:20:00	76706	76822	76625	76782	3367	0	22
2026.03.05	16:25:00	76784	76930	76775	76911	2852	0	22
2026.03.05	16:30:00	76911	76957	76679	76917	5178	0	22
2026.03.05	16:35:00	76905	76942	76467	76584	5238	0	22
2026.03.05	16:40:00	76594	76751	76480	76588	5958	0	22
2026.03.05	16:45:00	76585	76743	76499	76589	5751	0	22
2026.03.05	16:50:00	76589	76717	76475	76627	5253	0	22
2026.03.05	16:55:00	76630	76722	76519	76581	5622	0	22
2026.03.05	17:00:00	76576	76784	76371	76416	5086	0	22
2026.03.05	17:05:00	76424	76572	75909	76110	6254	0	22
2026.03.05	17:10:00	76108	76421	76003	76367	5749	0	22
2026.03.05	17:15:00	76365	76526	76305	76414	5122	0	22
2026.03.05	17:20:00	76416	76500	76315	76377	5285	0	22
2026.03.05	17:25:00	76372	76505	76266	76483	5520	0	22
2026.03.05	17:30:00	76473	76585	76400	76558	4756	0	22
2026.03.05	17:35:00	76555	76590	76381	76465	5512	0	22
2026.03.05	17:40:00	76465	76535	76368	76409	4629	0	22
2026.03.05	17:45:00	76412	76562	76390	76513	4334	0	22
2026.03.05	17:50:00	76511	76636	76482	76625	3949	0	20
2026.03.05	17:55:00	76622	76699	76487	76671	3646	0	17
2026.03.05	18:00:00	76676	76731	76552	76616	3688	0	20
2026.03.05	18:05:00	76619	76632	76372	76397	3897	0	22
2026.03.05	18:10:00	76411	76489	76340	76458	3519	0	22
2026.03.05	18:15:00	76458	76500	76308	76402	3609	0	22
2026.03.05	18:20:00	76414	76438	76199	76215	3697	0	22
2026.03.05	18:25:00	76215	76358	76147	76214	4552	0	22
2026.03.05	18:30:00	76216	76293	76061	76206	5255	0	22
2026.03.05	18:35:00	76204	76286	76098	76180	4653	0	22
2026.03.05	18:40:00	76178	76237	76066	76179	4234	0	22
2026.03.05	18:45:00	76176	76319	76167	76290	3492	0	22
2026.03.05	18:50:00	76290	76359	76163	76292	3487	0	22
2026.03.05	18:55:00	76290	76335	76206	76269	3206	0	22
2026.03.05	19:00:00	76274	76372	76210	76340	3654	0	22
2026.03.05	19:05:00	76340	76411	76317	76402	3246	0	22
2026.03.05	19:10:00	76405	76461	76332	76412	2937	0	23
2026.03.05	19:15:00	76416	76464	76333	76376	3538	0	22
2026.03.05	19:20:00	76371	76405	76296	76372	3131	0	24
2026.03.05	19:25:00	76372	76417	76272	76298	3119	0	24
2026.03.05	19:30:00	76301	76335	76091	76229	3884	0	22
2026.03.05	19:35:00	76233	76234	75951	76141	4854	0	22
2026.03.05	19:40:00	76131	76201	76007	76066	3757	0	22
2026.03.05	19:45:00	76057	76173	76017	76116	3628	0	22
2026.03.05	19:50:00	76113	76146	75982	76016	4169	0	22
2026.03.05	19:55:00	76018	76068	75886	76028	4226	0	22
2026.03.05	20:00:00	76027	76087	75839	76080	5822	0	22
2026.03.05	20:05:00	76073	76167	75930	76131	3585	0	22
2026.03.05	20:10:00	76134	76210	76104	76194	3414	0	22
2026.03.05	20:15:00	76191	76277	76161	76208	3670	0	24
2026.03.05	20:20:00	76206	76304	76113	76195	4054	0	22
2026.03.05	20:25:00	76193	76308	76126	76282	4235	0	22
2026.03.05	20:30:00	76284	76406	76250	76335	3473	0	22
2026.03.05	20:35:00	76333	76426	76268	76391	2998	0	22
2026.03.05	20:40:00	76388	76472	76376	76413	2615	0	22
2026.03.05	20:45:00	76409	76440	76332	76368	2828	0	22
2026.03.05	20:50:00	76368	76375	76216	76301	2728	0	22
2026.03.05	20:55:00	76301	76331	76224	76239	2386	0	22
2026.03.05	21:00:00	76241	76385	76198	76379	2894	0	22
2026.03.05	21:05:00	76377	76415	76318	76347	2721	0	22
2026.03.05	21:10:00	76350	76370	76291	76301	2460	0	22
2026.03.05	21:15:00	76303	76323	76089	76264	2976	0	22
2026.03.05	21:20:00	76264	76307	76127	76269	2940	0	22
2026.03.05	21:25:00	76269	76298	76121	76235	2600	0	22
2026.03.05	21:30:00	76238	76266	76126	76181	3093	0	22
2026.03.05	21:35:00	76183	76243	76055	76079	3129	0	22
2026.03.05	21:40:00	76200	76272	76054	76245	3130	0	22
2026.03.05	21:45:00	76247	76311	76131	76272	2832	0	22
2026.03.05	21:50:00	76271	76320	76213	76251	3186	0	22
2026.03.05	21:55:00	76242	76293	76194	76262	3101	0	24
2026.03.05	22:00:00	76264	76315	76119	76284	3023	0	23
2026.03.05	22:05:00	76280	76333	76183	76205	3110	0	22
2026.03.05	22:10:00	76200	76369	76167	76317	3501	0	22
2026.03.05	22:15:00	76318	76544	76288	76472	3591	0	22
2026.03.05	22:20:00	76475	76513	76278	76325	3121	0	22
2026.03.05	22:25:00	76325	76392	76238	76327	3033	0	22
2026.03.05	22:30:00	76327	76382	76245	76289	3244	0	22
2026.03.05	22:35:00	76291	76355	76241	76318	2542	0	22
2026.03.05	22:40:00	76320	76396	76288	76363	2532	0	22
2026.03.05	22:45:00	76361	76396	76220	76288	2668	0	22
2026.03.05	22:50:00	76284	76339	76220	76269	3485	0	22
2026.03.05	22:55:00	76266	76340	76247	76277	3353	0	22
2026.03.05	23:00:00	76275	76337	76260	76283	1101	0	25
2026.03.05	23:05:00	76281	76347	76130	76249	871	0	22
2026.03.05	23:10:00	76102	76256	76002	76239	1062	0	22
2026.03.05	23:15:00	76237	76311	76134	76262	809	0	25
2026.03.05	23:20:00	76262	76308	76129	76307	612	0	25
2026.03.05	23:25:00	76307	76329	76145	76258	642	0	34
2026.03.05	23:30:00	76320	76378	76288	76374	694	0	34
2026.03.05	23:35:00	76377	76394	76189	76267	927	0	120
2026.03.05	23:40:00	76288	76303	76113	76259	807	0	121
2026.03.05	23:45:00	76276	76289	75973	76209	723	0	121
2026.03.05	23:50:00	75966	76314	75962	76295	617	0	121
2026.03.05	23:55:00	76075	76345	75962	75985	465	0	125
2026.03.06	00:00:00	76242	76242	76242	76242	3	0	151
2026.03.06	00:05:00	76242	76321	76160	76273	50	0	136
2026.03.06	00:10:00	76160	76321	76160	76273	71	0	136
2026.03.06	00:15:00	76273	76297	76160	76273	37	0	136
2026.03.06	00:20:00	76165	76297	76160	76273	80	0	136
2026.03.06	00:25:00	76297	76297	76160	76297	48	0	136
2026.03.06	00:30:00	76160	76297	76160	76273	40	0	136
2026.03.06	00:35:00	76165	76297	76160	76297	65	0	136
2026.03.06	00:40:00	76297	76297	76160	76297	46	0	136
2026.03.06	00:45:00	76168	76297	76160	76273	41	0	136
2026.03.06	00:50:00	76172	76297	76170	76297	57	0	136
2026.03.06	00:55:00	76170	76297	76129	76249	73	0	136
2026.03.06	01:00:00	76175	76418	76044	76232	986	0	126
2026.03.06	01:05:00	76295	76382	76138	76260	1049	0	121
2026.03.06	01:10:00	76266	76310	76130	76274	620	0	120
2026.03.06	01:15:00	76271	76447	76128	76434	1361	0	112
2026.03.06	01:20:00	76417	76519	76325	76413	1079	0	78
2026.03.06	01:25:00	76481	76523	76305	76459	1070	0	11
2026.03.06	01:30:00	76444	76487	76289	76407	774	0	11
2026.03.06	01:35:00	76398	76552	76296	76417	848	0	10
2026.03.06	01:40:00	76489	76631	76434	76616	925	0	56
2026.03.06	01:45:00	76652	76652	76491	76593	1026	0	11
2026.03.06	01:50:00	76581	76608	76358	76370	1679	0	34
2026.03.06	01:55:00	76452	76495	76359	76394	1195	0	25
2026.03.06	02:00:00	76394	76416	76213	76364	2240	0	29
2026.03.06	02:05:00	76366	76481	76346	76452	1351	0	37
2026.03.06	02:10:00	76459	76464	76257	76311	1308	0	25
2026.03.06	02:15:00	76323	76338	76195	76338	1945	0	29
2026.03.06	02:20:00	76336	76359	76274	76313	1326	0	27
2026.03.06	02:25:00	76311	76346	76265	76310	996	0	22
2026.03.06	02:30:00	76325	76391	76225	76331	896	0	10
2026.03.06	02:35:00	76331	76353	76186	76276	1066	0	29
2026.03.06	02:40:00	76276	76291	76136	76272	1520	0	29
2026.03.06	02:45:00	76265	76337	76123	76215	1281	0	22
2026.03.06	02:50:00	76215	76469	76059	76460	1788	0	22
2026.03.06	02:55:00	76457	76465	76318	76365	1539	0	22
2026.03.06	03:00:00	76365	76378	76079	76274	4523	0	22
2026.03.06	03:05:00	76273	76350	76236	76268	2528	0	22
2026.03.06	03:10:00	76271	76388	76183	76241	2784	0	22
2026.03.06	03:15:00	76243	76357	76204	76333	2988	0	22
2026.03.06	03:20:00	76333	76425	76289	76321	2685	0	22
2026.03.06	03:25:00	76318	76427	76308	76371	2596	0	22
2026.03.06	03:30:00	76369	76559	76349	76521	2666	0	22
2026.03.06	03:35:00	76523	76695	76474	76678	2703	0	22
2026.03.06	03:40:00	76674	76859	76657	76832	3110	0	22
2026.03.06	03:45:00	76832	76901	76819	76875	2462	0	22
2026.03.06	03:50:00	76875	77178	76868	77154	3121	0	22
2026.03.06	03:55:00	77151	77224	77053	77099	3044	0	22
2026.03.06	04:00:00	77101	77165	77003	77044	2939	0	22
2026.03.06	04:05:00	77042	77083	76848	77024	1955	0	20
2026.03.06	04:10:00	77024	77112	76905	77012	2005	0	10
2026.03.06	04:15:00	77003	77070	76957	76999	1294	0	22
2026.03.06	04:20:00	77001	77061	76825	77010	1061	0	13
2026.03.06	04:25:00	77007	77052	76965	76967	1102	0	22
2026.03.06	04:30:00	76967	77025	76920	76963	1677	0	22
2026.03.06	04:35:00	76949	77013	76830	76969	1429	0	13
2026.03.06	04:40:00	76956	76979	76762	76917	1362	0	11
2026.03.06	04:45:00	76921	77006	76777	76937	1264	0	15
2026.03.06	04:50:00	76934	77000	76912	76960	1191	0	22
2026.03.06	04:55:00	76963	76996	76880	76925	1466	0	10
2026.03.06	05:00:00	76922	76975	76856	76929	1637	0	22
2026.03.06	05:05:00	76931	76986	76753	76955	1364	0	20
2026.03.06	05:10:00	76958	77007	76921	76954	1212	0	22
2026.03.06	05:15:00	76957	77006	76910	76982	1635	0	22
2026.03.06	05:20:00	76982	77030	76890	77019	1902	0	13
2026.03.06	05:25:00	77017	77030	76938	77005	1420	0	22
2026.03.06	05:30:00	77007	77037	76875	76970	1363	0	10
2026.03.06	05:35:00	76973	77029	76898	76922	1118	0	12
2026.03.06	05:40:00	76919	77001	76795	76993	776	0	15
2026.03.06	05:45:00	76979	77021	76927	77005	979	0	22
2026.03.06	05:50:00	77012	77030	76960	76964	528	0	22
2026.03.06	05:55:00	76964	76984	76831	76958	816	0	13
2026.03.06	06:00:00	76963	77045	76907	77028	1022	0	15
2026.03.06	06:05:00	77030	77048	76892	77011	1157	0	18
2026.03.06	06:10:00	77002	77041	76891	77015	853	0	18
2026.03.06	06:15:00	77017	77036	76830	77001	664	0	17
2026.03.06	06:20:00	77004	77007	76844	76965	648	0	17
2026.03.06	06:25:00	76970	76992	76867	76899	893	0	13
2026.03.06	06:30:00	76957	77019	76877	76955	917	0	12
2026.03.06	06:35:00	76950	76974	76809	76965	507	0	17
2026.03.06	06:40:00	76963	76999	76930	76986	714	0	20
2026.03.06	06:45:00	76988	77008	76870	77001	610	0	15
2026.03.06	06:50:00	77001	77062	76884	76974	831	0	15
2026.03.06	06:55:00	77025	77035	76907	76981	880	0	20
2026.03.06	07:00:00	76983	77029	76853	77011	1254	0	13
2026.03.06	07:05:00	76998	77074	76867	76958	934	0	15
2026.03.06	07:10:00	76955	77035	76955	77010	893	0	22
2026.03.06	07:15:00	77015	77052	76962	77045	926	0	18
2026.03.06	07:20:00	77030	77074	76900	77066	1092	0	13
2026.03.06	07:25:00	77057	77075	76916	77067	1008	0	20
2026.03.06	07:30:00	77064	77091	76851	77015	2011	0	20
2026.03.06	07:35:00	77012	77058	76824	76949	1807	0	12
2026.03.06	07:40:00	76937	76973	76772	76931	1696	0	16
2026.03.06	07:45:00	76929	77059	76928	76975	1862	0	22
2026.03.06	07:50:00	76982	77064	76945	77040	1560	0	22
2026.03.06	07:55:00	77037	77040	76941	77007	1445	0	22
2026.03.06	08:00:00	77010	77013	76842	76931	1764	0	18
2026.03.06	08:05:00	76929	77037	76909	76935	1497	0	22
2026.03.06	08:10:00	76938	76964	76861	76935	1373	0	22
2026.03.06	08:15:00	76940	76953	76803	76935	1462	0	10
2026.03.06	08:20:00	76810	77030	76803	77029	1458	0	22
2026.03.06	08:25:00	77016	77036	76916	77026	1231	0	17
2026.03.06	08:30:00	77014	77056	76900	76959	1316	0	20
2026.03.06	08:35:00	76959	77013	76847	76965	1279	0	11
2026.03.06	08:40:00	76965	77030	76891	77001	1127	0	22
2026.03.06	08:45:00	77006	77007	76908	76930	1015	0	16
2026.03.06	08:50:00	76916	76968	76775	76929	1170	0	15
2026.03.06	08:55:00	76931	76937	76839	76850	1096	0	22
2026.03.06	09:00:00	76850	76875	76755	76797	1105	0	17
2026.03.06	09:05:00	76799	76814	76713	76759	1371	0	22
2026.03.06	09:10:00	76756	76818	76735	76795	1031	0	22
2026.03.06	09:15:00	76792	76823	76766	76807	1079	0	15
2026.03.06	09:20:00	76804	76852	76740	76811	1171	0	22
2026.03.06	09:25:00	76813	76881	76670	76797	1581	0	22
2026.03.06	09:30:00	76795	76806	76690	76779	1358	0	22
2026.03.06	09:35:00	76782	76797	76615	76763	1378	0	11
2026.03.06	09:40:00	76756	76816	76736	76776	1127	0	22
2026.03.06	09:45:00	76773	76796	76730	76786	1290	0	22
2026.03.06	09:50:00	76786	76827	76761	76798	939	0	23
2026.03.06	09:55:00	76795	76866	76790	76846	1468	0	51
2026.03.06	10:00:00	76847	76895	76799	76871	2104	0	51
